Method	Category	Dataset	Size	CompSize	NC
DELIMINATE	P	out1242	159166	39464	0.99176
DELIMINATE	P	out247	167814	41608	0.99176
DELIMINATE	P	out901	159619	39576	0.99176
DELIMINATE	P	out978	154327	38264	0.99176
DELIMINATE	P	out1051	175817	43592	0.99175
DELIMINATE	P	out195	154458	38296	0.99175
DELIMINATE	P	out2084	155748	38616	0.99175
DELIMINATE	P	out647	154522	38312	0.99175
DELIMINATE	P	out873	166074	41176	0.99175
DELIMINATE	P	out148	158395	39272	0.99174
DELIMINATE	P	out1517	153298	38008	0.99174
DELIMINATE	P	out791	154911	38408	0.99174
DELIMINATE	P	out1540	154331	38264	0.99173
DELIMINATE	B	out2614	96187	23848	0.99173
DELIMINATE	P	out2250	162980	40408	0.99172
DELIMINATE	P	out1015	154722	38360	0.99171
DELIMINATE	P	out249	167436	41512	0.99171
DELIMINATE	V	out4465	144202	35752	0.99171
DELIMINATE	P	out330	153884	38152	0.9917
DELIMINATE	P	out872	166339	41240	0.9917
DELIMINATE	P	out31	155501	38552	0.99168
DELIMINATE	P	out636	154469	38296	0.99168
DELIMINATE	P	out1285	149954	37176	0.99166
DELIMINATE	P	out2155	155052	38440	0.99166
DELIMINATE	P	out350	159570	39560	0.99166
DELIMINATE	P	out774	156150	38712	0.99166
DELIMINATE	P	out778	162475	40280	0.99166
DELIMINATE	P	out1795	153893	38152	0.99165
DELIMINATE	P	out903	160153	39704	0.99165
DELIMINATE	P	out163	159509	39544	0.99164
DELIMINATE	P	out1710	157766	39112	0.99164
DELIMINATE	P	out2092	158153	39208	0.99164
DELIMINATE	P	out2118	118204	29304	0.99164
DELIMINATE	V	out2168	127627	31640	0.99163
DELIMINATE	V	out4197	62374	15463	0.99163
DELIMINATE	P	out422	166803	41352	0.99163
DELIMINATE	P	out975	162543	40296	0.99163
DELIMINATE	P	out256	167322	41480	0.99162
DELIMINATE	P	out179	158158	39208	0.99161
DELIMINATE	P	out764	154157	38216	0.99161
DELIMINATE	P	out2278	158160	39208	0.9916
DELIMINATE	P	out1485	168553	41784	0.99159
DELIMINATE	P	out52	154225	38232	0.99159
DELIMINATE	P	out1532	155001	38424	0.99158
DELIMINATE	P	out1936	157388	39016	0.99158
DELIMINATE	P	out605	154355	38264	0.99158
DELIMINATE	P	out662	154807	38376	0.99158
DELIMINATE	P	out742	152741	37864	0.99158
DELIMINATE	P	out2169	158229	39224	0.99157
DELIMINATE	P	out658	154486	38296	0.99157
DELIMINATE	P	out723	159004	39416	0.99157
DELIMINATE	P	out126	161073	39928	0.99155
DELIMINATE	P	out1398	159523	39544	0.99155
DELIMINATE	P	out1624	160556	39800	0.99155
DELIMINATE	P	out1899	158619	39320	0.99155
DELIMINATE	P	out2016	157909	39144	0.99155
DELIMINATE	P	out881	157910	39144	0.99155
DELIMINATE	P	out1327	154684	38344	0.99154
DELIMINATE	P	out1410	157330	39000	0.99154
DELIMINATE	V	out4176	178760	44312	0.99154
DELIMINATE	V	out4615	222135	55064	0.99154
DELIMINATE	P	out1979	167207	41448	0.99153
DELIMINATE	P	out1788	165725	41080	0.99152
DELIMINATE	P	out13	160306	39736	0.9915
DELIMINATE	P	out1616	162243	40216	0.9915
DELIMINATE	P	out164	159208	39464	0.9915
DELIMINATE	P	out434	166308	41224	0.9915
DELIMINATE	P	out770	154111	38200	0.99149
DELIMINATE	P	out851	157274	38984	0.99149
DELIMINATE	P	out61	157534	39048	0.99148
DELIMINATE	P	out806	160631	39816	0.99148
DELIMINATE	P	out917	163537	40536	0.99148
DELIMINATE	V	out4180	176835	43832	0.99147
DELIMINATE	V	out501	140107	34728	0.99147
DELIMINATE	P	out1298	154438	38280	0.99146
DELIMINATE	P	out1326	157794	39112	0.99146
DELIMINATE	P	out253	167736	41576	0.99146
DELIMINATE	P	out1997	168385	41736	0.99144
DELIMINATE	V	out2884	192076	47608	0.99144
DELIMINATE	P	out351	159605	39560	0.99144
DELIMINATE	P	out1519	132947	32952	0.99143
DELIMINATE	V	out3279	63419	15719	0.99143
DELIMINATE	P	out1541	160902	39880	0.99141
DELIMINATE	V	out3114	69751	17288	0.99141
DELIMINATE	P	out900	159094	39432	0.99141
DELIMINATE	P	out908	157738	39096	0.99141
DELIMINATE	P	out175	158192	39208	0.9914
DELIMINATE	V	out4130	181174	44904	0.9914
DELIMINATE	P	out1605	154708	38344	0.99139
DELIMINATE	P	out720	159549	39544	0.99139
DELIMINATE	P	out12	159359	39496	0.99137
DELIMINATE	P	out1695	159035	39416	0.99137
DELIMINATE	P	out301	159810	39608	0.99137
DELIMINATE	P	out352	159553	39544	0.99136
DELIMINATE	P	out895	160134	39688	0.99136
DELIMINATE	P	out1852	158006	39160	0.99135
DELIMINATE	P	out2013	159620	39560	0.99135
DELIMINATE	P	out580	159749	39592	0.99135
DELIMINATE	P	out1048	175955	43608	0.99134
DELIMINATE	P	out1304	421602	104488	0.99134
DELIMINATE	P	out627	154844	38376	0.99134
DELIMINATE	P	out1651	159172	39448	0.99133
DELIMINATE	V	out3891	171633	42536	0.99132
DELIMINATE	P	out749	154396	38264	0.99132
DELIMINATE	P	out1851	157109	38936	0.99131
DELIMINATE	P	out491	150975	37416	0.99131
DELIMINATE	P	out1995	158659	39320	0.9913
DELIMINATE	P	out747	155302	38488	0.9913
DELIMINATE	P	out794	160854	39864	0.9913
DELIMINATE	V	out83	167440	41496	0.9913
DELIMINATE	F	out361	66140	16391	0.99129
DELIMINATE	P	out1364	155886	38632	0.99128
DELIMINATE	P	out334	154918	38392	0.99128
DELIMINATE	P	out138	158406	39256	0.99127
DELIMINATE	P	out1192	161120	39928	0.99126
DELIMINATE	P	out2226	154857	38376	0.99126
DELIMINATE	P	out285	159958	39640	0.99126
DELIMINATE	V	out3219	225231	55816	0.99126
DELIMINATE	P	out906	159763	39592	0.99126
DELIMINATE	P	out1518	158281	39224	0.99124
DELIMINATE	P	out162	159380	39496	0.99124
DELIMINATE	P	out1258	156604	38808	0.99123
DELIMINATE	P	out787	154671	38328	0.99121
DELIMINATE	P	out1050	173075	42888	0.9912
DELIMINATE	P	out1622	159127	39432	0.9912
DELIMINATE	V	out1923	134204	33256	0.9912
DELIMINATE	P	out151	154415	38264	0.99119
DELIMINATE	P	out152	154867	38376	0.99119
DELIMINATE	P	out1721	158872	39368	0.99118
DELIMINATE	P	out1260	157582	39048	0.99117
DELIMINATE	P	out153	154806	38360	0.99117
DELIMINATE	P	out2258	164169	40680	0.99117
DELIMINATE	P	out424	167268	41448	0.99117
DELIMINATE	P	out1208	158489	39272	0.99116
DELIMINATE	P	out1998	166882	41352	0.99116
DELIMINATE	P	out373	155131	38440	0.99116
DELIMINATE	P	out1817	154228	38216	0.99115
DELIMINATE	V	out4184	182188	45144	0.99115
DELIMINATE	P	out1056	174183	43160	0.99114
DELIMINATE	P	out1505	163851	40600	0.99114
DELIMINATE	P	out2168	158040	39160	0.99114
DELIMINATE	P	out229	155263	38472	0.99114
DELIMINATE	V	out2649	171535	42504	0.99114
DELIMINATE	V	out2740	161074	39912	0.99114
DELIMINATE	P	out714	153003	37912	0.99114
DELIMINATE	P	out2111	165596	41032	0.99113
DELIMINATE	P	out2172	158234	39208	0.99113
DELIMINATE	P	out540	154683	38328	0.99113
DELIMINATE	P	out558	157976	39144	0.99113
DELIMINATE	P	out1217	159205	39448	0.99112
DELIMINATE	P	out444	153910	38136	0.99112
DELIMINATE	P	out2120	118720	29416	0.9911
DELIMINATE	V	out3077	55110	13655	0.9911
DELIMINATE	P	out333	154817	38360	0.9911
DELIMINATE	P	out349	159596	39544	0.9911
DELIMINATE	P	out1415	156045	38664	0.99109
DELIMINATE	P	out177	158177	39192	0.99109
DELIMINATE	P	out397	167346	41464	0.99109
DELIMINATE	P	out417	166249	41192	0.99109
DELIMINATE	V	out2866	161924	40120	0.99108
DELIMINATE	P	out644	154627	38312	0.99108
DELIMINATE	P	out1223	159277	39464	0.99107
DELIMINATE	P	out2109	158244	39208	0.99107
DELIMINATE	P	out245	167672	41544	0.99107
DELIMINATE	P	out958	156953	38888	0.99107
DELIMINATE	P	out1772	148624	36824	0.99106
DELIMINATE	P	out483	166706	41304	0.99106
DELIMINATE	P	out1928	162768	40328	0.99105
DELIMINATE	P	out582	159670	39560	0.99104
DELIMINATE	P	out1035	160704	39816	0.99103
DELIMINATE	P	out1241	162900	40360	0.99103
DELIMINATE	P	out428	154764	38344	0.99103
DELIMINATE	P	out264	157865	39112	0.99102
DELIMINATE	V	out1327	151408	37512	0.99101
DELIMINATE	P	out1530	154961	38392	0.99101
DELIMINATE	P	out1533	154896	38376	0.99101
DELIMINATE	P	out772	156188	38696	0.99101
DELIMINATE	V	out232	133844	33160	0.991
DELIMINATE	P	out328	154445	38264	0.991
DELIMINATE	F	out76	65837	16311	0.99099
DELIMINATE	P	out850	156707	38824	0.99099
DELIMINATE	P	out1245	159033	39400	0.99098
DELIMINATE	P	out1732	159228	39448	0.99098
DELIMINATE	P	out1220	159360	39480	0.99096
DELIMINATE	P	out1282	154839	38360	0.99096
DELIMINATE	P	out863	166334	41208	0.99096
DELIMINATE	P	out2107	158199	39192	0.99095
DELIMINATE	P	out53	157683	39064	0.99095
DELIMINATE	P	out2188	372233	92216	0.99094
DELIMINATE	P	out347	159621	39544	0.99094
DELIMINATE	P	out704	163884	40600	0.99094
DELIMINATE	P	out2144	148643	36824	0.99093
DELIMINATE	P	out240	168278	41688	0.99093
DELIMINATE	P	out719	159817	39592	0.99093
DELIMINATE	P	out246	168344	41704	0.99092
DELIMINATE	P	out481	167181	41416	0.99092
DELIMINATE	P	out1219	159110	39416	0.99091
DELIMINATE	P	out2030	160530	39768	0.99091
DELIMINATE	P	out147	157496	39016	0.9909
DELIMINATE	P	out331	154525	38280	0.9909
DELIMINATE	P	out1730	159306	39464	0.99089
DELIMINATE	P	out1722	158856	39352	0.99088
DELIMINATE	P	out1723	150525	37288	0.99087
DELIMINATE	P	out1908	561702	139144	0.99087
DELIMINATE	P	out2108	152916	37880	0.99087
DELIMINATE	P	out400	167125	41400	0.99087
DELIMINATE	P	out748	153757	38088	0.99086
DELIMINATE	P	out2042	156213	38696	0.99085
DELIMINATE	P	out701	152789	37848	0.99085
DELIMINATE	P	out998	158279	39208	0.99085
DELIMINATE	P	out1462	155762	38584	0.99084
DELIMINATE	P	out273	160089	39656	0.99084
DELIMINATE	V	out367	172103	42632	0.99084
DELIMINATE	P	out984	159379	39480	0.99084
DELIMINATE	V	out3115	70696	17512	0.99083
DELIMINATE	V	out4319	113391	28088	0.99083
DELIMINATE	P	out1492	130834	32408	0.99081
DELIMINATE	P	out468	160095	39656	0.99081
DELIMINATE	V	out441	164682	40792	0.9908
DELIMINATE	P	out488	152991	37896	0.9908
DELIMINATE	P	out1084	160098	39656	0.99079
DELIMINATE	V	out3667	294520	72952	0.99079
DELIMINATE	P	out429	168302	41688	0.99079
DELIMINATE	P	out97	161713	40056	0.99079
DELIMINATE	P	out1848	409762	101496	0.99078
DELIMINATE	P	out271	159389	39480	0.99078
DELIMINATE	P	out1482	159972	39624	0.99077
DELIMINATE	P	out575	154352	38232	0.99077
DELIMINATE	P	out1688	159004	39384	0.99076
DELIMINATE	P	out2110	158164	39176	0.99076
DELIMINATE	P	out2126	407055	100824	0.99076
DELIMINATE	V	out4297	60103	14887	0.99076
DELIMINATE	P	out485	154030	38152	0.99076
DELIMINATE	P	out702	152933	37880	0.99076
DELIMINATE	P	out1915	161849	40088	0.99075
DELIMINATE	P	out311	160750	39816	0.99075
DELIMINATE	P	out486	152288	37720	0.99075
DELIMINATE	P	out687	156232	38696	0.99073
DELIMINATE	P	out1009	153070	37912	0.99071
DELIMINATE	P	out1222	159336	39464	0.99071
DELIMINATE	P	out2112	158172	39176	0.99071
DELIMINATE	P	out443	153521	38024	0.99071
DELIMINATE	P	out480	165280	40936	0.9907
DELIMINATE	P	out1689	158887	39352	0.99069
DELIMINATE	P	out2249	157465	39000	0.99069
DELIMINATE	P	out1144	153076	37912	0.99067
DELIMINATE	P	out419	167417	41464	0.99067
DELIMINATE	P	out2050	159410	39480	0.99065
DELIMINATE	V	out1334	57849	14327	0.99064
DELIMINATE	V	out4574	179890	44552	0.99064
DELIMINATE	P	out1778	153275	37960	0.99063
DELIMINATE	P	out39	158702	39304	0.99063
DELIMINATE	P	out761	157929	39112	0.99062
DELIMINATE	P	out1265	160709	39800	0.99061
DELIMINATE	P	out447	153924	38120	0.99061
DELIMINATE	P	out860	164907	40840	0.99061
DELIMINATE	P	out699	153022	37896	0.9906
DELIMINATE	P	out459	154186	38184	0.99059
DELIMINATE	P	out738	154961	38376	0.99059
DELIMINATE	P	out1725	159163	39416	0.99058
DELIMINATE	P	out460	153800	38088	0.99058
DELIMINATE	P	out713	158775	39320	0.99058
DELIMINATE	P	out1610	160004	39624	0.99057
DELIMINATE	P	out1981	159228	39432	0.99057
DELIMINATE	V	out1145	61860	15319	0.99055
DELIMINATE	P	out797	155485	38504	0.99055
DELIMINATE	P	out1200	159363	39464	0.99054
DELIMINATE	P	out1777	151610	37544	0.99054
DELIMINATE	V	out440	163498	40488	0.99054
DELIMINATE	P	out458	154129	38168	0.99054
DELIMINATE	P	out502	161625	40024	0.99053
DELIMINATE	P	out1310	159301	39448	0.99052
DELIMINATE	P	out487	154070	38152	0.99051
DELIMINATE	P	out254	167963	41592	0.9905
DELIMINATE	P	out305	158658	39288	0.9905
DELIMINATE	P	out309	160790	39816	0.9905
DELIMINATE	P	out1199	158919	39352	0.99049
DELIMINATE	P	out338	155365	38472	0.99049
DELIMINATE	P	out457	154072	38152	0.99049
DELIMINATE	P	out1694	160148	39656	0.99048
DELIMINATE	P	out2031	160147	39656	0.99048
DELIMINATE	P	out948	159049	39384	0.99048
DELIMINATE	V	out1979	177467	43944	0.99047
DELIMINATE	P	out2017	157890	39096	0.99046
DELIMINATE	P	out2186	158988	39368	0.99046
DELIMINATE	V	out4517	284601	70472	0.99046
DELIMINATE	V	out223	174885	43304	0.99045
DELIMINATE	P	out276	159313	39448	0.99045
DELIMINATE	P	out446	154272	38200	0.99045
DELIMINATE	P	out465	354138	87688	0.99043
DELIMINATE	P	out332	155182	38424	0.99042
DELIMINATE	V	out3398	142710	35336	0.99042
DELIMINATE	P	out394	143680	35576	0.99042
DELIMINATE	V	out1106	149755	37080	0.99041
DELIMINATE	P	out1749	157575	39016	0.99041
DELIMINATE	P	out2028	159577	39512	0.99041
DELIMINATE	P	out1832	158933	39352	0.9904
DELIMINATE	P	out450	154086	38152	0.9904
DELIMINATE	P	out694	160031	39624	0.9904
DELIMINATE	P	out1407	159388	39464	0.99038
DELIMINATE	V	out1336	191378	47384	0.99037
DELIMINATE	V	out448	163914	40584	0.99037
DELIMINATE	P	out1272	160816	39816	0.99034
DELIMINATE	P	out159	159330	39448	0.99034
DELIMINATE	P	out951	162756	40296	0.99034
DELIMINATE	P	out574	154421	38232	0.99033
DELIMINATE	P	out763	155002	38376	0.99033
DELIMINATE	P	out1224	159139	39400	0.99032
DELIMINATE	P	out1406	162242	40168	0.99032
DELIMINATE	P	out293	158622	39272	0.99032
DELIMINATE	P	out241	167801	41544	0.99031
DELIMINATE	P	out995	153583	38024	0.99031
DELIMINATE	P	out700	152938	37864	0.9903
DELIMINATE	P	out1270	161278	39928	0.99029
DELIMINATE	P	out2029	160179	39656	0.99029
DELIMINATE	P	out396	130645	32344	0.99028
DELIMINATE	P	out1507	119467	29576	0.99026
DELIMINATE	P	out1877	159602	39512	0.99026
DELIMINATE	P	out382	159602	39512	0.99026
DELIMINATE	P	out959	157275	38936	0.99026
DELIMINATE	P	out2116	157988	39112	0.99025
DELIMINATE	P	out503	160960	39848	0.99025
DELIMINATE	V	out172	171628	42488	0.99023
DELIMINATE	P	out348	159607	39512	0.99023
DELIMINATE	P	out1243	157023	38872	0.99022
DELIMINATE	B	out2479	185268	45864	0.99021
DELIMINATE	V	out3690	197291	48840	0.99021
DELIMINATE	P	out398	166397	41192	0.99021
DELIMINATE	P	out733	154180	38168	0.99021
DELIMINATE	P	out456	154182	38168	0.9902
DELIMINATE	V	out5354	233620	57832	0.99018
DELIMINATE	P	out698	153281	37944	0.99018
DELIMINATE	P	out1808	154123	38152	0.99017
DELIMINATE	P	out346	159617	39512	0.99017
DELIMINATE	P	out474	156255	38680	0.99017
DELIMINATE	P	out118	166016	41096	0.99016
DELIMINATE	P	out1758	150828	37336	0.99016
DELIMINATE	P	out2047	431864	106904	0.99016
DELIMINATE	P	out798	159231	39416	0.99015
DELIMINATE	P	out284	159041	39368	0.99013
DELIMINATE	V	out3234	261882	64824	0.99012
DELIMINATE	P	out2139	132737	32856	0.9901
DELIMINATE	P	out353	159563	39496	0.9901
DELIMINATE	P	out682	157882	39080	0.9901
DELIMINATE	P	out1095	158272	39176	0.99009
DELIMINATE	P	out1267	160017	39608	0.99009
DELIMINATE	P	out1986	159306	39432	0.99009
DELIMINATE	P	out410	167451	41448	0.99009
DELIMINATE	V	out4692	113605	28120	0.99009
DELIMINATE	P	out561	159307	39432	0.99008
DELIMINATE	P	out1187	164416	40696	0.99007
DELIMINATE	P	out137	160020	39608	0.99007
DELIMINATE	P	out1980	158921	39336	0.99007
DELIMINATE	P	out414	167131	41368	0.99007
DELIMINATE	P	out1929	158988	39352	0.99006
DELIMINATE	V	out377	93957	23256	0.99006
DELIMINATE	P	out1253	161187	39896	0.99005
DELIMINATE	P	out1776	149487	37000	0.99005
DELIMINATE	V	out2739	160413	39704	0.99004
DELIMINATE	P	out1494	159122	39384	0.99003
DELIMINATE	P	out1843	159704	39528	0.99003
DELIMINATE	V	out438	162226	40152	0.99002
DELIMINATE	P	out461	153757	38056	0.99002
DELIMINATE	P	out310	158607	39256	0.99001
DELIMINATE	P	out449	153954	38104	0.99001
DELIMINATE	V	out3715	156218	38664	0.99
DELIMINATE	V	out4253	166496	41208	0.99
DELIMINATE	P	out433	168565	41720	0.99
DELIMINATE	P	out1631	122086	30216	0.98999
DELIMINATE	P	out19	161779	40040	0.98999
DELIMINATE	P	out403	166563	41224	0.98999
DELIMINATE	P	out1527	155316	38440	0.98998
DELIMINATE	P	out1878	158806	39304	0.98998
DELIMINATE	P	out678	160681	39768	0.98998
DELIMINATE	P	out36	163398	40440	0.98997
DELIMINATE	P	out48	163398	40440	0.98997
DELIMINATE	P	out306	159069	39368	0.98996
DELIMINATE	P	out455	154026	38120	0.98996
DELIMINATE	P	out1984	157001	38856	0.98995
DELIMINATE	P	out411	166376	41176	0.98995
DELIMINATE	P	out158	159459	39464	0.98994
DELIMINATE	P	out493	159136	39384	0.98994
DELIMINATE	P	out829	159200	39400	0.98994
DELIMINATE	P	out2020	408367	101064	0.98993
DELIMINATE	P	out291	153254	37928	0.98993
DELIMINATE	P	out955	159138	39384	0.98993
DELIMINATE	P	out1483	154485	38232	0.98992
DELIMINATE	V	out1917	175237	43368	0.98992
DELIMINATE	P	out1983	158945	39336	0.98992
DELIMINATE	P	out820	159268	39416	0.98992
DELIMINATE	P	out242	167481	41448	0.98991
DELIMINATE	P	out442	154356	38200	0.98991
DELIMINATE	P	out1906	466313	115400	0.98989
DELIMINATE	P	out2274	152937	37848	0.98989
DELIMINATE	P	out2056	159081	39368	0.98988
DELIMINATE	P	out2148	122810	30392	0.98988
DELIMINATE	P	out2070	159278	39416	0.98986
DELIMINATE	P	out313	159085	39368	0.98986
DELIMINATE	P	out6	160765	39784	0.98986
DELIMINATE	P	out1369	163289	40408	0.98985
DELIMINATE	P	out1876	167426	41432	0.98985
DELIMINATE	P	out1771	162837	40296	0.98984
DELIMINATE	V	out1814	162255	40152	0.98984
DELIMINATE	P	out452	153333	37944	0.98984
DELIMINATE	V	out422	164520	40712	0.98983
DELIMINATE	V	out405	165427	40936	0.98982
DELIMINATE	P	out448	154050	38120	0.9898
DELIMINATE	P	out736	156121	38632	0.98979
DELIMINATE	P	out1262	160778	39784	0.98978
DELIMINATE	V	out84	172935	42792	0.98978
DELIMINATE	P	out966	158322	39176	0.98978
DELIMINATE	P	out1982	158904	39320	0.98977
DELIMINATE	P	out312	159939	39576	0.98977
DELIMINATE	P	out317	158907	39320	0.98976
DELIMINATE	P	out1188	164599	40728	0.98975
DELIMINATE	P	out1978	158910	39320	0.98974
DELIMINATE	V	out393	164794	40776	0.98974
DELIMINATE	P	out274	159428	39448	0.98973
DELIMINATE	V	out5467	141387	34984	0.98973
DELIMINATE	P	out129	158072	39112	0.98972
DELIMINATE	P	out1652	156262	38664	0.98972
DELIMINATE	P	out454	154321	38184	0.98972
DELIMINATE	P	out1905	161049	39848	0.98971
DELIMINATE	P	out2143	160790	39784	0.98971
DELIMINATE	V	out2926	139127	34424	0.98971
DELIMINATE	P	out848	145270	35944	0.98971
DELIMINATE	P	out1128	159110	39368	0.9897
DELIMINATE	P	out1343	156136	38632	0.9897
DELIMINATE	P	out1755	157688	39016	0.9897
DELIMINATE	V	out413	164736	40760	0.9897
DELIMINATE	P	out451	154066	38120	0.9897
DELIMINATE	P	out977	159369	39432	0.9897
DELIMINATE	P	out1254	160470	39704	0.98969
DELIMINATE	P	out1402	155491	38472	0.98969
DELIMINATE	P	out830	160084	39608	0.98968
DELIMINATE	P	out124	164676	40744	0.98967
DELIMINATE	P	out1898	163253	40392	0.98967
DELIMINATE	P	out283	159050	39352	0.98967
DELIMINATE	P	out1264	159828	39544	0.98966
DELIMINATE	P	out290	159181	39384	0.98966
DELIMINATE	P	out740	167071	41336	0.98966
DELIMINATE	P	out181	161381	39928	0.98965
DELIMINATE	P	out316	159247	39400	0.98965
DELIMINATE	P	out818	159118	39368	0.98965
DELIMINATE	P	out136	157955	39080	0.98964
DELIMINATE	P	out1792	155821	38552	0.98964
DELIMINATE	P	out1240	169080	41832	0.98963
DELIMINATE	P	out319	159444	39448	0.98963
DELIMINATE	V	out380	164747	40760	0.98963
DELIMINATE	P	out835	159251	39400	0.98963
DELIMINATE	P	out141	163391	40424	0.98962
DELIMINATE	P	out304	159835	39544	0.98962
DELIMINATE	P	out2174	157572	38984	0.98961
DELIMINATE	P	out746	156021	38600	0.98961
DELIMINATE	V	out916	160806	39784	0.98961
DELIMINATE	V	out1150	164623	40728	0.9896
DELIMINATE	P	out315	159384	39432	0.9896
DELIMINATE	P	out821	160225	39640	0.9896
DELIMINATE	P	out94	163394	40424	0.9896
DELIMINATE	P	out964	158868	39304	0.9896
DELIMINATE	V	out397	164302	40648	0.98959
DELIMINATE	P	out133	163398	40424	0.98958
DELIMINATE	P	out3	163398	40424	0.98958
DELIMINATE	V	out3104	173939	43032	0.98958
DELIMINATE	P	out453	153955	38088	0.98958
DELIMINATE	V	out1114	55131	13639	0.98957
DELIMINATE	P	out1603	160877	39800	0.98957
DELIMINATE	P	out500	161847	40040	0.98957
DELIMINATE	P	out1750	161980	40072	0.98955
DELIMINATE	P	out263	159458	39448	0.98955
DELIMINATE	V	out452	165731	41000	0.98955
DELIMINATE	V	out484	57072	14119	0.98955
DELIMINATE	P	out1085	160041	39592	0.98954
DELIMINATE	V	out203	219285	54248	0.98954
DELIMINATE	P	out833	155516	38472	0.98953
DELIMINATE	P	out1338	152154	37640	0.98952
DELIMINATE	P	out307	159397	39432	0.98952
DELIMINATE	P	out472	174726	43224	0.98952
DELIMINATE	P	out1770	150151	37144	0.98951
DELIMINATE	P	out44	154742	38280	0.98951
DELIMINATE	P	out871	167031	41320	0.98951
DELIMINATE	P	out1194	157978	39080	0.9895
DELIMINATE	P	out1263	161341	39912	0.9895
DELIMINATE	P	out1931	159272	39400	0.9895
DELIMINATE	P	out2176	436813	108056	0.98949
DELIMINATE	P	out539	163024	40328	0.98949
DELIMINATE	P	out221	149896	37080	0.98948
DELIMINATE	P	out445	154295	38168	0.98948
DELIMINATE	P	out952	159210	39384	0.98948
DELIMINATE	P	out10	161152	39864	0.98947
DELIMINATE	P	out1249	160183	39624	0.98946
DELIMINATE	P	out1490	160183	39624	0.98946
DELIMINATE	P	out2012	157855	39048	0.98946
DELIMINATE	P	out381	159343	39416	0.98946
