dataset	k	mut	name	unqRat	unqCnt	notUnqCnt	totCnt
Altai	10	11	10-A.seq-A_mut_11	.60949	13914245	8914926	22829171
Altai	10	12	10-A.seq-A_mut_12	.64133	14641122	8188049	22829171
Altai	10	13	10-A.seq-A_mut_13	.67089	15315980	7513191	22829171
Altai	10	14	10-A.seq-A_mut_14	.69793	15933243	6895928	22829171
Altai	10	15	10-A.seq-A_mut_15	.72293	16503996	6325175	22829171
Altai	10	16	10-A.seq-A_mut_16	.74607	17032262	5796909	22829171
Altai	10	17	10-A.seq-A_mut_17	.76666	17502279	5326892	22829171
Altai	10	18	10-A.seq-A_mut_18	.78588	17941007	4888164	22829171
Altai	10	19	10-A.seq-A_mut_19	.80422	18359708	4469463	22829171
Altai	10	20	10-A.seq-A_mut_20	.82049	18731162	4098009	22829171
Altai	10	21	10-A.seq-A_mut_21	.83579	19080490	3748681	22829171
Altai	10	22	10-A.seq-A_mut_22	.84922	19387203	3441968	22829171
Altai	10	23	10-A.seq-A_mut_23	.86203	19679630	3149541	22829171
Altai	10	24	10-A.seq-A_mut_24	.87384	19949121	2880050	22829171
Altai	10	25	10-A.seq-A_mut_25	.88442	20190689	2638482	22829171
Altai	10	26	10-A.seq-A_mut_26	.89459	20422833	2406338	22829171
Altai	10	27	10-A.seq-A_mut_27	.90338	20623474	2205697	22829171
Altai	10	28	10-A.seq-A_mut_28	.91159	20810940	2018231	22829171
Altai	10	29	10-A.seq-A_mut_29	.91945	20990401	1838770	22829171
Altai	10	30	10-A.seq-A_mut_30	.92661	21153961	1675210	22829171
Altai	10	31	10-A.seq-A_mut_31	.93294	21298432	1530739	22829171
Altai	10	32	10-A.seq-A_mut_32	.93901	21436951	1392220	22829171
Altai	10	33	10-A.seq-A_mut_33	.9446	21564649	1264522	22829171
Altai	10	34	10-A.seq-A_mut_34	.94923	21670293	1158878	22829171
Altai	10	35	10-A.seq-A_mut_35	.95416	21782701	1046470	22829171
Altai	10	36	10-A.seq-A_mut_36	.95838	21879178	949993	22829171
Altai	10	37	10-A.seq-A_mut_37	.96234	21969470	859701	22829171
Altai	10	38	10-A.seq-A_mut_38	.96596	22052204	776967	22829171
Altai	10	39	10-A.seq-A_mut_39	.96899	22121340	707831	22829171
Altai	10	40	10-A.seq-A_mut_40	.97214	22193202	635969	22829171
Altai	10	41	10-A.seq-A_mut_41	.9747	22251723	577448	22829171
Altai	10	42	10-A.seq-A_mut_42	.97739	22313122	516049	22829171
Altai	10	43	10-A.seq-A_mut_43	.97966	22364920	464251	22829171
Altai	10	44	10-A.seq-A_mut_44	.9818	22413885	415286	22829171
Altai	10	45	10-A.seq-A_mut_45	.98359	22454627	374544	22829171
Altai	10	46	10-A.seq-A_mut_46	.98524	22492404	336767	22829171
Altai	10	47	10-A.seq-A_mut_47	.98686	22529239	299932	22829171
Altai	10	48	10-A.seq-A_mut_48	.98822	22560341	268830	22829171
Altai	10	49	10-A.seq-A_mut_49	.98963	22592453	236718	22829171
Altai	10	50	10-A.seq-A_mut_50	.99078	22618753	210418	22829171
Altai	11	0	11-A.seq-A_mut_0	0	0	22829171	22829171
Altai	11	1	11-A.seq-A_mut_1	.08994	2053459	20775712	22829171
Altai	11	2	11-A.seq-A_mut_2	.17164	3918457	18910714	22829171
Altai	11	3	11-A.seq-A_mut_3	.24664	5630781	17198390	22829171
Altai	11	4	11-A.seq-A_mut_4	.31481	7186951	15642220	22829171
Altai	11	5	11-A.seq-A_mut_5	.37697	8605959	14223212	22829171
Altai	11	6	11-A.seq-A_mut_6	.43348	9896133	12933038	22829171
Altai	11	7	11-A.seq-A_mut_7	.48484	11068716	11760455	22829171
Altai	11	8	11-A.seq-A_mut_8	.53164	12137018	10692153	22829171
Altai	11	9	11-A.seq-A_mut_9	.57389	13101567	9727604	22829171
Altai	11	10	11-A.seq-A_mut_10	.61313	13997350	8831821	22829171
Altai	11	11	11-A.seq-A_mut_11	.64923	14821393	8007778	22829171
Altai	11	12	11-A.seq-A_mut_12	.68116	15550498	7278673	22829171
Altai	11	13	11-A.seq-A_mut_13	.71048	16219755	6609416	22829171
Altai	11	14	11-A.seq-A_mut_14	.73715	16828601	6000570	22829171
Altai	11	15	11-A.seq-A_mut_15	.76149	17384409	5444762	22829171
Altai	11	16	11-A.seq-A_mut_16	.78374	17892273	4936898	22829171
Altai	11	17	11-A.seq-A_mut_17	.80351	18343514	4485657	22829171
Altai	11	18	11-A.seq-A_mut_18	.82165	18757702	4071469	22829171
Altai	11	19	11-A.seq-A_mut_19	.83892	19152040	3677131	22829171
Altai	11	20	11-A.seq-A_mut_20	.85394	19494841	3334330	22829171
Altai	11	21	11-A.seq-A_mut_21	.86807	19817534	3011637	22829171
Altai	11	22	11-A.seq-A_mut_22	.88024	20095161	2734010	22829171
Altai	11	23	11-A.seq-A_mut_23	.89175	20357989	2471182	22829171
Altai	11	24	11-A.seq-A_mut_24	.90225	20597672	2231499	22829171
Altai	11	25	11-A.seq-A_mut_25	.9116	20811248	2017923	22829171
Altai	11	26	11-A.seq-A_mut_26	.92042	21012532	1816639	22829171
Altai	11	27	11-A.seq-A_mut_27	.92798	21185072	1644099	22829171
Altai	11	28	11-A.seq-A_mut_28	.93495	21344174	1484997	22829171
Altai	11	29	11-A.seq-A_mut_29	.9416	21496014	1333157	22829171
Altai	11	30	11-A.seq-A_mut_30	.94751	21630876	1198295	22829171
Altai	11	31	11-A.seq-A_mut_31	.95269	21749215	1079956	22829171
Altai	11	32	11-A.seq-A_mut_32	.95757	21860731	968440	22829171
Altai	11	33	11-A.seq-A_mut_33	.96207	21963292	865879	22829171
Altai	11	34	11-A.seq-A_mut_34	.96566	22045277	783894	22829171
Altai	11	35	11-A.seq-A_mut_35	.96948	22132562	696609	22829171
Altai	11	36	11-A.seq-A_mut_36	.97274	22206971	622200	22829171
Altai	11	37	11-A.seq-A_mut_37	.97575	22275592	553579	22829171
Altai	11	38	11-A.seq-A_mut_38	.97844	22337141	492030	22829171
Altai	11	39	11-A.seq-A_mut_39	.98065	22387645	441526	22829171
Altai	11	40	11-A.seq-A_mut_40	.98292	22439261	389910	22829171
Altai	11	41	11-A.seq-A_mut_41	.9847	22479949	349222	22829171
Altai	11	42	11-A.seq-A_mut_42	.98663	22524127	305044	22829171
Altai	11	43	11-A.seq-A_mut_43	.98816	22558986	270185	22829171
Altai	11	44	11-A.seq-A_mut_44	.98957	22591230	237941	22829171
Altai	11	45	11-A.seq-A_mut_45	.99077	22618685	210486	22829171
Altai	11	46	11-A.seq-A_mut_46	.99183	22642670	186501	22829171
Altai	11	47	11-A.seq-A_mut_47	.9929	22667255	161916	22829171
Altai	11	48	11-A.seq-A_mut_48	.99373	22686098	143073	22829171
Altai	11	49	11-A.seq-A_mut_49	.99458	22705594	123577	22829171
Altai	11	50	11-A.seq-A_mut_50	.99529	22721762	107409	22829171
Altai	12	0	12-A.seq-A_mut_0	0	0	22829171	22829171
Altai	12	1	12-A.seq-A_mut_1	.09833	2244872	20584299	22829171
Altai	12	2	12-A.seq-A_mut_2	.18689	4266668	18562503	22829171
Altai	12	3	12-A.seq-A_mut_3	.26748	6106522	16722649	22829171
Altai	12	4	12-A.seq-A_mut_4	.3401	7764415	15064756	22829171
Altai	12	5	12-A.seq-A_mut_5	.40576	9263224	13565947	22829171
Altai	12	6	12-A.seq-A_mut_6	.46491	10613581	12215590	22829171
Altai	12	7	12-A.seq-A_mut_7	.51823	11830784	10998387	22829171
Altai	12	8	12-A.seq-A_mut_8	.5663	12928355	9900816	22829171
Altai	12	9	12-A.seq-A_mut_9	.60934	13910880	8918291	22829171
Altai	12	10	12-A.seq-A_mut_10	.64894	14814928	8014243	22829171
Altai	12	11	12-A.seq-A_mut_11	.68506	15639514	7189657	22829171
Altai	12	12	12-A.seq-A_mut_12	.7167	16361849	6467322	22829171
Altai	12	13	12-A.seq-A_mut_13	.74553	17020049	5809122	22829171
Altai	12	14	12-A.seq-A_mut_14	.77145	17611711	5217460	22829171
Altai	12	15	12-A.seq-A_mut_15	.7949	18146978	4682193	22829171
Altai	12	16	12-A.seq-A_mut_16	.81598	18628224	4200947	22829171
Altai	12	17	12-A.seq-A_mut_17	.83467	19055017	3774154	22829171
Altai	12	18	12-A.seq-A_mut_18	.85166	19442765	3386406	22829171
Altai	12	19	12-A.seq-A_mut_19	.86758	19806270	3022901	22829171
Altai	12	20	12-A.seq-A_mut_20	.88133	20120259	2708912	22829171
Altai	12	21	12-A.seq-A_mut_21	.89419	20413714	2415457	22829171
Altai	12	22	12-A.seq-A_mut_22	.90503	20661256	2167915	22829171
Altai	12	23	12-A.seq-A_mut_23	.91522	20893735	1935436	22829171
Altai	12	24	12-A.seq-A_mut_24	.92446	21104705	1724466	22829171
Altai	12	25	12-A.seq-A_mut_25	.93254	21289199	1539972	22829171
Altai	12	26	12-A.seq-A_mut_26	.94004	21460343	1368828	22829171
Altai	12	27	12-A.seq-A_mut_27	.94644	21606605	1222566	22829171
Altai	12	28	12-A.seq-A_mut_28	.95223	21738672	1090499	22829171
Altai	12	29	12-A.seq-A_mut_29	.95776	21865039	964132	22829171
Altai	12	30	12-A.seq-A_mut_30	.96252	21973707	855464	22829171
Altai	12	31	12-A.seq-A_mut_31	.9667	22069106	760065	22829171
Altai	12	32	12-A.seq-A_mut_32	.97059	22157917	671254	22829171
Altai	12	33	12-A.seq-A_mut_33	.9741	22237966	591205	22829171
Altai	12	34	12-A.seq-A_mut_34	.97681	22299763	529408	22829171
Altai	12	35	12-A.seq-A_mut_35	.97975	22367095	462076	22829171
Altai	12	36	12-A.seq-A_mut_36	.98217	22422186	406985	22829171
Altai	12	37	12-A.seq-A_mut_37	.98443	22473876	355295	22829171
Altai	12	38	12-A.seq-A_mut_38	.98635	22517742	311429	22829171
Altai	12	39	12-A.seq-A_mut_39	.98794	22553881	275290	22829171
Altai	12	40	12-A.seq-A_mut_40	.98957	22591086	238085	22829171
Altai	12	41	12-A.seq-A_mut_41	.99078	22618703	210468	22829171
Altai	12	42	12-A.seq-A_mut_42	.99211	22649068	180103	22829171
Altai	12	43	12-A.seq-A_mut_43	.9931	22671804	157367	22829171
Altai	12	44	12-A.seq-A_mut_44	.99404	22693264	135907	22829171
Altai	12	45	12-A.seq-A_mut_45	.99481	22710787	118384	22829171
Altai	12	46	12-A.seq-A_mut_46	.99549	22726306	102865	22829171
Altai	12	47	12-A.seq-A_mut_47	.99617	22741772	87399	22829171
Altai	12	48	12-A.seq-A_mut_48	.99667	22753194	75977	22829171
Altai	12	49	12-A.seq-A_mut_49	.99716	22764483	64688	22829171
Altai	12	50	12-A.seq-A_mut_50	.9976	22774555	54616	22829171
Sidron	1	0	1-S.seq-S_mut_0	0	0	22829205	22829205
Sidron	1	1	1-S.seq-S_mut_1	0	0	22829205	22829205
Sidron	1	2	1-S.seq-S_mut_2	0	0	22829205	22829205
Sidron	1	3	1-S.seq-S_mut_3	0	0	22829205	22829205
Sidron	1	4	1-S.seq-S_mut_4	0	0	22829205	22829205
Sidron	1	5	1-S.seq-S_mut_5	0	0	22829205	22829205
Sidron	1	6	1-S.seq-S_mut_6	0	0	22829205	22829205
Sidron	1	7	1-S.seq-S_mut_7	0	0	22829205	22829205
Sidron	1	8	1-S.seq-S_mut_8	0	0	22829205	22829205
Sidron	1	9	1-S.seq-S_mut_9	0	0	22829205	22829205
Sidron	1	10	1-S.seq-S_mut_10	0	0	22829205	22829205
Sidron	1	11	1-S.seq-S_mut_11	0	0	22829205	22829205
Sidron	1	12	1-S.seq-S_mut_12	0	0	22829205	22829205
Sidron	1	13	1-S.seq-S_mut_13	0	0	22829205	22829205
Sidron	1	14	1-S.seq-S_mut_14	0	0	22829205	22829205
Sidron	1	15	1-S.seq-S_mut_15	0	0	22829205	22829205
Sidron	1	16	1-S.seq-S_mut_16	0	0	22829205	22829205
Sidron	1	17	1-S.seq-S_mut_17	0	0	22829205	22829205
Sidron	1	18	1-S.seq-S_mut_18	0	0	22829205	22829205
Sidron	1	19	1-S.seq-S_mut_19	0	0	22829205	22829205
Sidron	1	20	1-S.seq-S_mut_20	0	0	22829205	22829205
Sidron	1	21	1-S.seq-S_mut_21	0	0	22829205	22829205
Sidron	1	22	1-S.seq-S_mut_22	0	0	22829205	22829205
Sidron	1	23	1-S.seq-S_mut_23	0	0	22829205	22829205
Sidron	1	24	1-S.seq-S_mut_24	0	0	22829205	22829205
Sidron	1	25	1-S.seq-S_mut_25	0	0	22829205	22829205
Sidron	1	26	1-S.seq-S_mut_26	0	0	22829205	22829205
Sidron	1	27	1-S.seq-S_mut_27	0	0	22829205	22829205
Sidron	1	28	1-S.seq-S_mut_28	0	0	22829205	22829205
Sidron	1	29	1-S.seq-S_mut_29	0	0	22829205	22829205
Sidron	1	30	1-S.seq-S_mut_30	0	0	22829205	22829205
Sidron	1	31	1-S.seq-S_mut_31	0	0	22829205	22829205
Sidron	1	32	1-S.seq-S_mut_32	0	0	22829205	22829205
Sidron	1	33	1-S.seq-S_mut_33	0	0	22829205	22829205
Sidron	1	34	1-S.seq-S_mut_34	0	0	22829205	22829205
Sidron	1	35	1-S.seq-S_mut_35	0	0	22829205	22829205
Sidron	1	36	1-S.seq-S_mut_36	0	0	22829205	22829205
Sidron	1	37	1-S.seq-S_mut_37	0	0	22829205	22829205
Sidron	1	38	1-S.seq-S_mut_38	0	0	22829205	22829205
Sidron	1	39	1-S.seq-S_mut_39	0	0	22829205	22829205
Sidron	1	40	1-S.seq-S_mut_40	0	0	22829205	22829205
Sidron	1	41	1-S.seq-S_mut_41	0	0	22829205	22829205
Sidron	1	42	1-S.seq-S_mut_42	0	0	22829205	22829205
Sidron	1	43	1-S.seq-S_mut_43	0	0	22829205	22829205
Sidron	1	44	1-S.seq-S_mut_44	0	0	22829205	22829205
Sidron	1	45	1-S.seq-S_mut_45	0	0	22829205	22829205
Sidron	1	46	1-S.seq-S_mut_46	0	0	22829205	22829205
Sidron	1	47	1-S.seq-S_mut_47	0	0	22829205	22829205
Sidron	1	48	1-S.seq-S_mut_48	0	0	22829205	22829205
Sidron	1	49	1-S.seq-S_mut_49	0	0	22829205	22829205
Sidron	1	50	1-S.seq-S_mut_50	0	0	22829205	22829205
Sidron	2	0	2-S.seq-S_mut_0	0	0	22829205	22829205
Sidron	2	1	2-S.seq-S_mut_1	0	0	22829205	22829205
Sidron	2	2	2-S.seq-S_mut_2	0	0	22829205	22829205
Sidron	2	3	2-S.seq-S_mut_3	0	0	22829205	22829205
Sidron	2	4	2-S.seq-S_mut_4	0	0	22829205	22829205
Sidron	2	5	2-S.seq-S_mut_5	0	0	22829205	22829205
Sidron	2	6	2-S.seq-S_mut_6	0	0	22829205	22829205
Sidron	2	7	2-S.seq-S_mut_7	0	0	22829205	22829205
Sidron	2	8	2-S.seq-S_mut_8	0	0	22829205	22829205
Sidron	2	9	2-S.seq-S_mut_9	0	0	22829205	22829205
Sidron	2	10	2-S.seq-S_mut_10	0	0	22829205	22829205
Sidron	2	11	2-S.seq-S_mut_11	0	0	22829205	22829205
Sidron	2	12	2-S.seq-S_mut_12	0	0	22829205	22829205
Sidron	2	13	2-S.seq-S_mut_13	0	0	22829205	22829205
Sidron	2	14	2-S.seq-S_mut_14	0	0	22829205	22829205
Sidron	2	15	2-S.seq-S_mut_15	0	0	22829205	22829205
Sidron	2	16	2-S.seq-S_mut_16	0	0	22829205	22829205
Sidron	2	17	2-S.seq-S_mut_17	0	0	22829205	22829205
Sidron	2	18	2-S.seq-S_mut_18	0	0	22829205	22829205
Sidron	2	19	2-S.seq-S_mut_19	0	0	22829205	22829205
Sidron	2	20	2-S.seq-S_mut_20	0	0	22829205	22829205
Sidron	2	21	2-S.seq-S_mut_21	0	0	22829205	22829205
Sidron	2	22	2-S.seq-S_mut_22	0	0	22829205	22829205
Sidron	2	23	2-S.seq-S_mut_23	0	0	22829205	22829205
Sidron	2	24	2-S.seq-S_mut_24	0	0	22829205	22829205
Sidron	2	25	2-S.seq-S_mut_25	0	0	22829205	22829205
Sidron	2	26	2-S.seq-S_mut_26	0	0	22829205	22829205
Sidron	2	27	2-S.seq-S_mut_27	0	0	22829205	22829205
Sidron	2	28	2-S.seq-S_mut_28	0	0	22829205	22829205
Sidron	2	29	2-S.seq-S_mut_29	0	0	22829205	22829205
Sidron	2	30	2-S.seq-S_mut_30	0	0	22829205	22829205
Sidron	2	31	2-S.seq-S_mut_31	0	0	22829205	22829205
Sidron	2	32	2-S.seq-S_mut_32	0	0	22829205	22829205
Sidron	2	33	2-S.seq-S_mut_33	0	0	22829205	22829205
Sidron	2	34	2-S.seq-S_mut_34	0	0	22829205	22829205
Sidron	2	35	2-S.seq-S_mut_35	0	0	22829205	22829205
Sidron	2	36	2-S.seq-S_mut_36	0	0	22829205	22829205
Sidron	2	37	2-S.seq-S_mut_37	0	0	22829205	22829205
Sidron	2	38	2-S.seq-S_mut_38	0	0	22829205	22829205
Sidron	2	39	2-S.seq-S_mut_39	0	0	22829205	22829205
Sidron	2	40	2-S.seq-S_mut_40	0	0	22829205	22829205
Sidron	2	41	2-S.seq-S_mut_41	0	0	22829205	22829205
Sidron	2	42	2-S.seq-S_mut_42	0	0	22829205	22829205
Sidron	2	43	2-S.seq-S_mut_43	0	0	22829205	22829205
Sidron	2	44	2-S.seq-S_mut_44	0	0	22829205	22829205
Sidron	2	45	2-S.seq-S_mut_45	0	0	22829205	22829205
Sidron	2	46	2-S.seq-S_mut_46	0	0	22829205	22829205
Sidron	2	47	2-S.seq-S_mut_47	0	0	22829205	22829205
Sidron	2	48	2-S.seq-S_mut_48	0	0	22829205	22829205
Sidron	2	49	2-S.seq-S_mut_49	0	0	22829205	22829205
Sidron	2	50	2-S.seq-S_mut_50	0	0	22829205	22829205
Sidron	3	0	3-S.seq-S_mut_0	0	0	22829205	22829205
Sidron	3	1	3-S.seq-S_mut_1	0	0	22829205	22829205
Sidron	3	2	3-S.seq-S_mut_2	0	0	22829205	22829205
Sidron	3	3	3-S.seq-S_mut_3	0	0	22829205	22829205
Sidron	3	4	3-S.seq-S_mut_4	0	0	22829205	22829205
Sidron	3	5	3-S.seq-S_mut_5	0	0	22829205	22829205
Sidron	3	6	3-S.seq-S_mut_6	0	0	22829205	22829205
Sidron	3	7	3-S.seq-S_mut_7	0	0	22829205	22829205
Sidron	3	8	3-S.seq-S_mut_8	0	0	22829205	22829205
Sidron	3	9	3-S.seq-S_mut_9	0	0	22829205	22829205
Sidron	3	10	3-S.seq-S_mut_10	0	0	22829205	22829205
Sidron	3	11	3-S.seq-S_mut_11	0	0	22829205	22829205
Sidron	3	12	3-S.seq-S_mut_12	0	0	22829205	22829205
Sidron	3	13	3-S.seq-S_mut_13	0	0	22829205	22829205
Sidron	3	14	3-S.seq-S_mut_14	0	0	22829205	22829205
Sidron	3	15	3-S.seq-S_mut_15	0	0	22829205	22829205
Sidron	3	16	3-S.seq-S_mut_16	0	0	22829205	22829205
Sidron	3	17	3-S.seq-S_mut_17	0	0	22829205	22829205
Sidron	3	18	3-S.seq-S_mut_18	0	0	22829205	22829205
Sidron	3	19	3-S.seq-S_mut_19	0	0	22829205	22829205
Sidron	3	20	3-S.seq-S_mut_20	0	0	22829205	22829205
Sidron	3	21	3-S.seq-S_mut_21	0	0	22829205	22829205
Sidron	3	22	3-S.seq-S_mut_22	0	0	22829205	22829205
Sidron	3	23	3-S.seq-S_mut_23	0	0	22829205	22829205
Sidron	3	24	3-S.seq-S_mut_24	0	0	22829205	22829205
Sidron	3	25	3-S.seq-S_mut_25	0	0	22829205	22829205
Sidron	3	26	3-S.seq-S_mut_26	0	0	22829205	22829205
Sidron	3	27	3-S.seq-S_mut_27	0	0	22829205	22829205
Sidron	3	28	3-S.seq-S_mut_28	0	0	22829205	22829205
Sidron	3	29	3-S.seq-S_mut_29	0	0	22829205	22829205
Sidron	3	30	3-S.seq-S_mut_30	0	0	22829205	22829205
Sidron	3	31	3-S.seq-S_mut_31	0	0	22829205	22829205
Sidron	3	32	3-S.seq-S_mut_32	0	0	22829205	22829205
Sidron	3	33	3-S.seq-S_mut_33	0	0	22829205	22829205
Sidron	3	34	3-S.seq-S_mut_34	0	0	22829205	22829205
Sidron	3	35	3-S.seq-S_mut_35	0	0	22829205	22829205
Sidron	3	36	3-S.seq-S_mut_36	0	0	22829205	22829205
Sidron	3	37	3-S.seq-S_mut_37	0	0	22829205	22829205
Sidron	3	38	3-S.seq-S_mut_38	0	0	22829205	22829205
Sidron	3	39	3-S.seq-S_mut_39	0	0	22829205	22829205
Sidron	3	40	3-S.seq-S_mut_40	0	0	22829205	22829205
Sidron	3	41	3-S.seq-S_mut_41	0	0	22829205	22829205
Sidron	3	42	3-S.seq-S_mut_42	0	0	22829205	22829205
Sidron	3	43	3-S.seq-S_mut_43	0	0	22829205	22829205
Sidron	3	44	3-S.seq-S_mut_44	0	0	22829205	22829205
Sidron	3	45	3-S.seq-S_mut_45	0	0	22829205	22829205
Sidron	3	46	3-S.seq-S_mut_46	0	0	22829205	22829205
Sidron	3	47	3-S.seq-S_mut_47	0	0	22829205	22829205
Sidron	3	48	3-S.seq-S_mut_48	0	0	22829205	22829205
Sidron	3	49	3-S.seq-S_mut_49	0	0	22829205	22829205
Sidron	3	50	3-S.seq-S_mut_50	0	0	22829205	22829205
Sidron	4	0	4-S.seq-S_mut_0	0	0	22829205	22829205
Sidron	4	1	4-S.seq-S_mut_1	0	19	22829186	22829205
Sidron	4	2	4-S.seq-S_mut_2	0	34	22829171	22829205
Sidron	4	3	4-S.seq-S_mut_3	0	46	22829159	22829205
Sidron	4	4	4-S.seq-S_mut_4	0	93	22829112	22829205
Sidron	4	5	4-S.seq-S_mut_5	0	56	22829149	22829205
Sidron	4	6	4-S.seq-S_mut_6	0	106	22829099	22829205
Sidron	4	7	4-S.seq-S_mut_7	0	78	22829127	22829205
Sidron	4	8	4-S.seq-S_mut_8	0	145	22829060	22829205
Sidron	4	9	4-S.seq-S_mut_9	0	126	22829079	22829205
Sidron	4	10	4-S.seq-S_mut_10	0	165	22829040	22829205
Sidron	4	11	4-S.seq-S_mut_11	0	186	22829019	22829205
Sidron	4	12	4-S.seq-S_mut_12	0	188	22829017	22829205
Sidron	4	13	4-S.seq-S_mut_13	0	226	22828979	22829205
Sidron	4	14	4-S.seq-S_mut_14	0	206	22828999	22829205
Sidron	4	15	4-S.seq-S_mut_15	1E-05	264	22828941	22829205
Sidron	4	16	4-S.seq-S_mut_16	1E-05	278	22828927	22829205
Sidron	4	17	4-S.seq-S_mut_17	1E-05	315	22828890	22829205
Sidron	4	18	4-S.seq-S_mut_18	1E-05	296	22828909	22829205
Sidron	4	19	4-S.seq-S_mut_19	1E-05	354	22828851	22829205
Sidron	4	20	4-S.seq-S_mut_20	1E-05	306	22828899	22829205
Sidron	4	21	4-S.seq-S_mut_21	1E-05	374	22828831	22829205
Sidron	4	22	4-S.seq-S_mut_22	1E-05	410	22828795	22829205
Sidron	4	23	4-S.seq-S_mut_23	1E-05	398	22828807	22829205
Sidron	4	24	4-S.seq-S_mut_24	1E-05	456	22828749	22829205
Sidron	4	25	4-S.seq-S_mut_25	2E-05	540	22828665	22829205
Sidron	4	26	4-S.seq-S_mut_26	2E-05	481	22828724	22829205
Sidron	4	27	4-S.seq-S_mut_27	1E-05	452	22828753	22829205
Sidron	4	28	4-S.seq-S_mut_28	2E-05	478	22828727	22829205
Sidron	4	29	4-S.seq-S_mut_29	2E-05	609	22828596	22829205
Sidron	4	30	4-S.seq-S_mut_30	2E-05	561	22828644	22829205
Sidron	4	31	4-S.seq-S_mut_31	3E-05	686	22828519	22829205
Sidron	4	32	4-S.seq-S_mut_32	2E-05	603	22828602	22829205
Sidron	4	33	4-S.seq-S_mut_33	3E-05	702	22828503	22829205
Sidron	4	34	4-S.seq-S_mut_34	3E-05	742	22828463	22829205
Sidron	4	35	4-S.seq-S_mut_35	3E-05	727	22828478	22829205
Sidron	4	36	4-S.seq-S_mut_36	3E-05	774	22828431	22829205
Sidron	4	37	4-S.seq-S_mut_37	3E-05	810	22828395	22829205
Sidron	4	38	4-S.seq-S_mut_38	3E-05	851	22828354	22829205
Sidron	4	39	4-S.seq-S_mut_39	3E-05	854	22828351	22829205
Sidron	4	40	4-S.seq-S_mut_40	3E-05	912	22828293	22829205
Sidron	4	41	4-S.seq-S_mut_41	4E-05	920	22828285	22829205
Sidron	4	42	4-S.seq-S_mut_42	4E-05	985	22828220	22829205
Sidron	4	43	4-S.seq-S_mut_43	4E-05	1083	22828122	22829205
Sidron	4	44	4-S.seq-S_mut_44	5E-05	1143	22828062	22829205
Sidron	4	45	4-S.seq-S_mut_45	5E-05	1171	22828034	22829205
Sidron	4	46	4-S.seq-S_mut_46	5E-05	1239	22827966	22829205
Sidron	4	47	4-S.seq-S_mut_47	4E-05	1113	22828092	22829205
Sidron	4	48	4-S.seq-S_mut_48	5E-05	1206	22827999	22829205
Sidron	4	49	4-S.seq-S_mut_49	5E-05	1359	22827846	22829205
Sidron	4	50	4-S.seq-S_mut_50	6E-05	1408	22827797	22829205
Sidron	5	0	5-S.seq-S_mut_0	0	0	22829205	22829205
Sidron	5	1	5-S.seq-S_mut_1	.0012	27568	22801637	22829205
Sidron	5	2	5-S.seq-S_mut_2	.00244	55928	22773277	22829205
Sidron	5	3	5-S.seq-S_mut_3	.00361	82492	22746713	22829205
Sidron	5	4	5-S.seq-S_mut_4	.00485	110863	22718342	22829205
Sidron	5	5	5-S.seq-S_mut_5	.00594	135684	22693521	22829205
Sidron	5	6	5-S.seq-S_mut_6	.00718	164059	22665146	22829205
Sidron	5	7	5-S.seq-S_mut_7	.00834	190501	22638704	22829205
Sidron	5	8	5-S.seq-S_mut_8	.00942	215222	22613983	22829205
Sidron	5	9	5-S.seq-S_mut_9	.01067	243644	22585561	22829205
Sidron	5	10	5-S.seq-S_mut_10	.01168	266819	22562386	22829205
Sidron	5	11	5-S.seq-S_mut_11	.01282	292779	22536426	22829205
Sidron	5	12	5-S.seq-S_mut_12	.01389	317226	22511979	22829205
Sidron	5	13	5-S.seq-S_mut_13	.015	342536	22486669	22829205
Sidron	5	14	5-S.seq-S_mut_14	.01609	367323	22461882	22829205
Sidron	5	15	5-S.seq-S_mut_15	.01715	391523	22437682	22829205
Sidron	5	16	5-S.seq-S_mut_16	.01825	416646	22412559	22829205
Sidron	5	17	5-S.seq-S_mut_17	.01925	439503	22389702	22829205
Sidron	5	18	5-S.seq-S_mut_18	.02022	461732	22367473	22829205
Sidron	5	19	5-S.seq-S_mut_19	.02127	485610	22343595	22829205
Sidron	5	20	5-S.seq-S_mut_20	.02232	509607	22319598	22829205
Sidron	5	21	5-S.seq-S_mut_21	.02331	532240	22296965	22829205
Sidron	5	22	5-S.seq-S_mut_22	.02431	555051	22274154	22829205
Sidron	5	23	5-S.seq-S_mut_23	.02533	578434	22250771	22829205
Sidron	5	24	5-S.seq-S_mut_24	.02637	602173	22227032	22829205
Sidron	5	25	5-S.seq-S_mut_25	.02736	624732	22204473	22829205
Sidron	5	26	5-S.seq-S_mut_26	.02848	650187	22179018	22829205
Sidron	5	27	5-S.seq-S_mut_27	.02934	669988	22159217	22829205
Sidron	5	28	5-S.seq-S_mut_28	.03045	695303	22133902	22829205
Sidron	5	29	5-S.seq-S_mut_29	.03133	715248	22113957	22829205
Sidron	5	30	5-S.seq-S_mut_30	.0323	737437	22091768	22829205
Sidron	5	31	5-S.seq-S_mut_31	.03332	760779	22068426	22829205
Sidron	5	32	5-S.seq-S_mut_32	.03437	784640	22044565	22829205
Sidron	5	33	5-S.seq-S_mut_33	.03541	808386	22020819	22829205
Sidron	5	34	5-S.seq-S_mut_34	.0363	828783	22000422	22829205
Sidron	5	35	5-S.seq-S_mut_35	.03739	853755	21975450	22829205
